% This MetaLexicon was created by taking the union of the following manually created lexical resources:
%
%   1. AFINN
%   2. NRC Word-Emotion Association Lexicon (words with no emotion associations are taken as neutral)
%   3. Bing Liu's Opinion Lexicon
%   4. MPQA Subjectivity Lexicon
%
% We discarded all the words where a polarity clash between two or more lexicons was observed.

@relation 'MetaLex'

@attribute term string
@attribute polarity {negative,neutral,positive}

@data
studded,neutral
student,neutral
studied,neutral
studio,neutral
studious,positive
studiously,positive
study,positive
stuff,neutral
stuffed,neutral
stuffing,neutral
stuffy,negative
stumble,negative
stumbled,negative
stumbles,negative
stumped,negative
stumps,negative
stun,negative
stunning,positive
stunningly,positive
stunted,negative
stupefy,neutral
stupendously,positive
stupid,negative
stupidest,negative
stupidity,negative
stupidly,negative
stupified,negative
stupify,negative
stupor,negative
sturdier,positive
sturdy,positive
sturgeon,neutral
stuttered,negative
stuttering,negative
stutters,negative
sty,negative
style,neutral
stylishly,positive
stylized,positive
stymied,negative
suave,positive
suavely,positive
sub-par,negative
subatomic,neutral
subcommittee,neutral
subconscious,neutral
subcutaneous,neutral
subdivide,neutral
subdivision,neutral
subduction,neutral
subdue,negative
subject,negative
subjected,negative
subjection,negative
subjective,neutral
subjugate,negative
subjugation,negative
sublimation,positive
sublime,positive
subliminal,neutral
submarine,neutral
submerged,neutral
submersible,neutral
submission,neutral
submissive,negative
subordinate,negative
subordination,neutral
subplot,neutral
subpoena,negative
subpoenas,negative
subscribe,positive
subscription,neutral
subsequence,neutral
subsequent,neutral
subsequently,neutral
subservience,negative
subservient,negative
subset,neutral
subsidence,negative
subsidiary,neutral
subsidized,positive
subsidizes,positive
subsidizing,positive
subsidy,negative
subsist,negative
subsistence,neutral
subsoil,neutral
substance,positive
substandard,negative
substantial,positive
substantive,positive
substitute,neutral
substituted,neutral
substitution,neutral
substructure,neutral
subterranean,neutral
subtlety,neutral
subtract,negative
subtraction,neutral
subtype,neutral
suburb,neutral
suburban,neutral
suburbs,neutral
subversion,negative
subversive,negative
subversively,negative
subvert,negative
subway,neutral
succeed,positive
succeeded,positive
succeeding,positive
succeeds,positive
succes,positive
success,positive
successes,positive
successful,positive
successfully,positive
succession,neutral
successive,neutral
successor,neutral
succinct,positive
succumb,negative
such,neutral
suck,negative
sucked,negative
sucker,negative
sucking,neutral
suckling,neutral
sucks,negative
sucky,negative
suction,neutral
sue,negative
sued,negative
sueing,negative
sues,negative
suffer,negative
suffered,negative
sufferer,negative
sufferers,negative
suffering,negative
suffers,negative
sufficed,positive
suffices,positive
sufficiency,positive
suffix,neutral
suffocate,negative
suffocating,negative
suffocation,negative
sugar,positive
sugar-coat,negative
sugar-coated,negative
sugarcoated,negative
suggest,positive
suggestion,neutral
suggestions,positive
suggestive,neutral
suicidal,negative
suicide,negative
suitable,positive
suite,neutral
suitor,neutral
sulk,negative
sullen,negative
sully,negative
sulphur,neutral
sultry,positive
sum,neutral
summarily,neutral
summarize,neutral
summary,neutral
summation,neutral
summer,neutral
summit,neutral
summon,neutral
summons,negative
sumo,neutral
sumptuously,positive
sumptuousness,positive
sun,positive
sunbeam,neutral
sunder,negative
sundown,neutral
sundry,neutral
sunglass,neutral
sunglasses,neutral
sunk,negative
sunken,negative
sunless,neutral
sunlight,neutral
sunny,positive
sunrise,neutral
sunset,positive
sunshine,positive
super,positive
superannuation,neutral
superb,positive
superbly,positive
superficial,negative
superficiality,negative
superficially,negative
superfluous,negative
superhuman,positive
superimposed,neutral
superintendent,neutral
superior,positive
superman,positive
supermarket,neutral
supernatant,neutral
supernatural,neutral
superposition,neutral
supersede,neutral
superstar,positive
superstitious,negative
supervise,neutral
supervision,neutral
supervisor,neutral
supper,neutral
supplant,neutral
supplement,neutral
supplemental,neutral
supplementary,neutral
supplication,positive
supplies,positive
supply,positive
support,positive
supported,positive
supporter,positive
supporters,neutral
supporting,positive
supportive,positive
supports,positive
suppose,neutral
supposed,negative
supposing,neutral
supposition,neutral
suppress,negative
suppression,negative
supreme,positive
supremely,positive
supurb,positive
supurbly,positive
surcharge,negative
sure,positive
surely,positive
surety,positive
surf,neutral
surface,neutral
surge,positive
surgeon,neutral
surging,positive
surly,negative
surmise,positive
surmount,positive
surname,neutral
surpass,positive
surpassing,positive
surplus,neutral
surprising,neutral
surprisingly,neutral
surreal,positive
surrender,negative
surrendering,negative
surrounding,neutral
surroundings,neutral
survey,neutral
surveying,positive
surveyor,neutral
survive,positive
surviving,neutral
survivor,positive
susceptibility,neutral
susceptible,negative
suspect,negative
suspected,neutral
suspend,neutral
suspended,neutral
suspenders,neutral
suspension,negative
suspicion,negative
suspicious,negative
suspiciously,negative
sustainability,positive
sustainable,positive
sustenance,neutral
suture,neutral
swab,negative
swag,neutral
swallow,neutral
swamp,negative
swampy,negative
swan,neutral
swank,positive
swankier,positive
swankiest,positive
swanky,positive
swap,neutral
swarming,neutral
swastika,negative
sway,neutral
swearing,neutral
sweater,neutral
sweating,neutral
sweaty,negative
sweep,neutral
sweet,positive
sweetened,neutral
sweetener,neutral
sweetheart,positive
sweetie,positive
sweetly,positive
sweetness,positive
sweets,positive
swell,neutral
swelled,negative
swelling,negative
sweltering,neutral
swift,positive
swiftly,neutral
swiftness,positive
swig,negative
swim,positive
swimming,neutral
swindle,negative
swine,negative
swing,neutral
swinging,neutral
swipe,negative
swish,neutral
switch,neutral
swivel,neutral
swollen,negative
swoop,neutral
sword,neutral
swore,negative
sworn,positive
syllable,neutral
syllabus,neutral
symbol,neutral
symbolic,positive
symbolically,neutral
symbolism,neutral
symbolize,neutral
symmetric,neutral
symmetrical,positive
symmetry,positive
sympathetically,negative
sympathies,negative
sympathize,negative
symphony,positive
symptom,negative
symptomatic,neutral
symptoms,negative
synagogue,neutral
synchronize,positive
synchronous,neutral
syncope,negative
syndicate,neutral
syndrome,negative
synergistic,positive
synergy,neutral
synod,positive
synonym,neutral
synopsis,neutral
synoptic,neutral
syntax,neutral
synthesis,neutral
synthetic,neutral
syrup,neutral
systematic,neutral
systematically,neutral
tabby,neutral
tabernacle,neutral
table,neutral
tableau,neutral
tablespoon,neutral
tablet,neutral
tableware,neutral
taboo,negative
tabular,neutral
tabulation,neutral
tachometer,neutral
tacit,neutral
tack,neutral
tackling,neutral
tact,positive
tactile,neutral
taffeta,neutral
taffy,neutral
tag,neutral
tail,neutral
tailed,neutral
tailings,neutral
tailor,neutral
tailoring,neutral
taint,negative
tainted,negative
taker,neutral
talent,positive
talents,positive
talisman,positive
talk,positive
talkative,neutral
talker,neutral
tall,neutral
tallies,neutral
tallow,neutral
tally,neutral
talons,negative
tambourine,neutral
taming,neutral
tamper,negative
tan,neutral
tang,neutral
tangent,neutral
tangled,negative
tangles,negative
tanked,negative
tanks,negative
tanned,positive
tantalize,positive
tantalizingly,positive
tantamount,neutral
tantrum,negative
tap,neutral
tape,neutral
taper,neutral
tapering,neutral
tapestry,neutral
tar,neutral
tardiness,negative
tardy,negative
target,neutral
tariff,negative
tarnish,negative
tarnished,negative
tarnishes,negative
tarnishing,negative
tarry,negative
tart,neutral
tartan,neutral
tartar,neutral
task,positive
tassel,neutral
taste,neutral
tasteful,positive
tasteless,negative
tasting,neutral
tasty,positive
tat,neutral
tattered,negative
tattoo,neutral
taunt,negative
taunting,negative
tauntingly,negative
taunts,negative
tavern,neutral
tawdry,negative
tax,negative
taxicab,neutral
taxing,negative
taxonomy,neutral
tea,neutral
teach,positive
teacher,positive
teaching,neutral
tease,negative
teaser,neutral
teasing,negative
teasingly,negative
teat,neutral
technical,neutral
technicality,neutral
technician,neutral
technology,positive
ted,neutral
tedious,negative
tediously,negative
tedium,negative
teeth,neutral
teflon,neutral
telegram,neutral
telegraph,neutral
telephone,neutral
telescope,neutral
telescopic,neutral
television,neutral
teller,neutral
telling,neutral
telltale,neutral
temerity,negative
tempera,neutral
temperament,neutral
temperance,positive
temperate,positive
temperature,neutral
tempered,positive
tempest,negative
temple,neutral
temporal,neutral
temporarily,neutral
temporary,neutral
temptation,negative
temptingly,positive
ten,neutral
tenable,positive
tenacious,positive
tenaciously,positive
tenacity,positive
tenancy,positive
tenant,positive
tendency,neutral
tender,positive
tenderly,positive
tending,neutral
tendon,neutral
tenement,negative
tenet,neutral
tenets,neutral
tenfold,neutral
tennis,neutral
tensile,neutral
tension,negative
tent,neutral
tentacle,neutral
tentatively,negative
tenth,neutral
tenths,neutral
tenuously,negative
tenure,neutral
term,neutral
terminal,negative
termination,negative
terminus,neutral
termite,negative
terms,neutral
tern,neutral
ternary,neutral
terrace,neutral
terrestrial,neutral
terrible,negative
terribleness,negative
terribly,negative
terrier,neutral
terrific,positive
terrifically,positive
terrified,positive
terrify,positive
terrifying,positive
terrifyingly,positive
territorial,neutral
territory,neutral
terror,negative
terror-genic,negative
terrorism,negative
terrorist,negative
terrorize,negative
terse,neutral
tertiary,neutral
test,neutral
testify,neutral
testily,negative
testimonial,neutral
testy,negative
tetanus,negative
tetchily,negative
tetchy,negative
tether,negative
tethered,neutral
tetrahedral,neutral
text,neutral
textbook,neutral
textile,neutral
textural,neutral
texture,neutral
thank,positive
thankful,positive
thankfully,positive
thankless,negative
thanksgiving,positive
thatch,neutral
thaw,neutral
theater,neutral
theatrical,neutral
theft,negative
theism,negative
theistic,neutral
theme,neutral
theocracy,neutral
theocratic,negative
theologian,neutral
theoretical,positive
theoretize,neutral
therapeutic,positive
therapeutics,positive
thereabouts,neutral
therefore,neutral
thereof,neutral
therewith,neutral
thermal,neutral
thermodynamics,neutral
thermostat,neutral
thesaurus,neutral
thesis,neutral
thick,neutral
thicken,neutral
thickening,neutral
thicker,negative
thicket,neutral
thickness,neutral
thief,negative
thimble,neutral
thin,neutral
thing,neutral
things,neutral
think,neutral
thinkable,positive
thinker,positive
thinking,neutral
thinner,positive
thirds,neutral
thirst,negative
thirsty,negative
thirteen,neutral
thistle,neutral
thither,neutral
thong,neutral
thorn,negative
thorny,negative
thorough,positive
thoroughbred,positive
thoroughfare,neutral
though,neutral
thought,neutral
thoughtful,positive
thoughtfully,positive
thoughtfulness,positive
thoughtless,negative
thoughtlessly,negative
thoughtlessness,negative
thoughts,neutral
thousand,neutral
thrash,negative
thread,neutral
threat,negative
threaten,negative
threatening,negative
threats,negative
threefold,neutral
threesome,negative
thresh,negative
threshold,neutral
thrice,neutral
thrift,positive
thrill,positive
thrilled,positive
thrilling,positive
thrillingly,positive
thrills,positive
thrive,positive
thriving,positive
throat,neutral
throb,negative
throbbed,negative
throbs,negative
throne,positive
throng,neutral
throttle,negative
thrush,neutral
thrust,neutral
thud,neutral
thug,negative
thumb-down,negative
thumb-up,positive
thumbs,negative
thumbs-down,negative
thumbs-up,positive
thump,negative
thunder,neutral
thunderbolt,neutral
thundering,negative
thunderstorm,neutral
thus,neutral
thusly,neutral
thwart,negative
thyme,neutral
tiara,neutral
tick,neutral
ticker,neutral
ticket,neutral
tickle,positive
ticklish,neutral
tidal,neutral
tidbit,neutral
tide,neutral
tidings,neutral
tidy,positive
tie,neutral
tier,neutral
tiff,negative
tiger,neutral
tightness,neutral
tights,neutral
tilde,neutral
tile,neutral
tiling,positive
till,neutral
tillage,neutral
tiller,neutral
tilt,neutral
tilting,neutral
timber,neutral
timberland,neutral
timbre,neutral
time-consuming,negative
time-honored,positive
timeliness,neutral
timely,positive
timepiece,neutral
timid,negative
timidity,negative
timidly,negative
timidness,negative
tin,neutral
tin-y,negative
tincture,neutral
tine,neutral
tinge,neutral
tingled,negative
tinker,neutral
tinkering,neutral
tinnitus,neutral
tinsel,positive
tint,neutral
tip,neutral
tipsy,negative
tirade,negative
tired,negative
tiredness,negative
tiresome,negative
tiring,negative
tiringly,negative
tissue,neutral
tit,negative
titanic,neutral
tithe,neutral
titillate,positive
titillating,positive
titillatingly,positive
title,positive
titled,neutral
titty,neutral
titular,neutral
toad,negative
toast,positive
tobacco,negative
toby,neutral
tod,neutral
today,neutral
toe,neutral
toga,neutral
togetherness,positive
toilet,negative
toils,negative
token,neutral
tolerable,positive
tolerably,positive
tolerant,positive
tolerantly,positive
toleration,positive
toll-free,positive
tomahawk,neutral
tomcat,neutral
tome,neutral
ton,neutral
tone,neutral
tong,neutral
tongs,neutral
tongue,neutral
tonic,neutral
tonnage,neutral
tonsils,neutral
too,negative
tooling,neutral
tooth,neutral
toothache,negative
toothed,neutral
toothless,neutral
top,positive
top-heavy,negative
top-notch,positive
top-quality,positive
topaz,neutral
topic,neutral
topical,neutral
topnotch,positive
topographic,neutral
topographical,neutral
topography,neutral
